Question,Answer
P-SN-D00-005 represents PROGRAMME DE MODERNISATION DES VILLES (PROMOVILLES) happening in Senegal which has status as Ongoing ->,"Project was approved on 29-Mar-2017. 
"
P-Z1-DB0-107 represents KAPCHORWA - SUAM - KITALE AND ELDORET BYPASS ROADS PROJECT (UGANDA) happening in Multinational which has status as Ongoing ->,"Project was approved on 29-Mar-2017. 
"
P-Z1-DB0-183 represents KAPCHORWA - SUAM - KITALE AND ELDORET BYPASS ROADS PROJECT (KENYA) happening in Multinational which has status as Ongoing ->,"Project was approved on 29-Mar-2017. 
"
P-Z1-HAA-086 represents AFREXIMBANK RISK PARTICIPATION AGREEMENT II 2016 happening in Multinational which has status as Approved ->,"Project was approved on 29-Mar-2017. 
"
P-Z1-KF0-052 represents PROJET D’APPUI A LA TRANSFORMATION DU CAFRAD (PAT-CAFRAD) happening in Multinational which has status as Ongoing ->,"Project was approved on 29-Mar-2017. 
"
P-Z1-KZ0-035 represents ECCAS TRADE FACILITATION CAPACITY BUILDING happening in Multinational which has status as Ongoing ->,"Project was approved on 29-Mar-2017. 
"
P-GM-A00-005 represents PPF FOR FORMULATION OF AGRICULTURE TRANSFORMATION PROGRAM happening in Gambia which has status as Completed ->,"Project was approved on 24-Mar-2017. 
"
P-CF-K00-006 represents PROGRAMME D'APPUI AUX RÉFORMES ÉCONOMIQUES ET FINANCIÈRES happening in Centrafrique which has status as Completed ->,"Project was approved on 21-Mar-2017. 
"
P-GM-E00-006 represents SUPPLEMENTARY FUNDING FOR THE RURAL WATER SUPPLY AND SANITATION PROJECT happening in Gambia which has status as Ongoing ->,"Project was approved on 15-Mar-2017. 
"
P-GN-HAA-001 represents PROJET D'APPUI A LA MODERNISATION DU SECTEUR FINANCIER happening in Guinea which has status as Ongoing ->,"Project was approved on 15-Mar-2017. 
"
P-ML-KA0-005 represents SCHEMA NATIONAL D'AMENAGEMENT DU TERRITOIRE happening in Mali which has status as Ongoing ->,"Project was approved on 28-Feb-2017. 
"
P-SL-E00-007 represents THREE TOWNS WATER SUPPLY AND SANITATION PROJECT - SUPPLEMENTARY ACTIVITIES happening in Sierra Leone which has status as Ongoing ->,"Project was approved on 22-Feb-2017. 
"
P-BF-AAD-006 represents PROJET D'APPUI AU DVPT D ANACARDES DANS LE BASSIN DE LA COMOE POUR LA REDD-(PADA-REDD+) happening in Burkina Faso which has status as Ongoing ->,"Project was approved on 16-Feb-2017. 
"
P-GA-C00-001 represents APPUI TECHNIQUE AU PROGRAMME NATIONAL D’EVALUATION ENVIRONNEMENTALE DES SITES INDUSTRIELS ET DES S happening in Gabon which has status as Completed ->,"Project was approved on 14-Feb-2017. 
"
P-Z1-HAA-087 represents SHELTER AFRIQUE EMERGENCY LIQUIDITY FACILITY happening in Multinational which has status as Approved ->,"Project was approved on 14-Feb-2017. 
"
P-Z1-KE0-016 represents IGAD INFRASTRUCTURE MASTER PLAN happening in Multinational which has status as Ongoing ->,"Project was approved on 13-Feb-2017. 
"
P-GA-A00-004 represents ETUDE STRATÉGIE DE TRANSFORMATION DE L'AGRICULTURE BASÉE SUR LE DÉVELOPPEMENT DES CHAINES DE VALE happening in Gabon which has status as Ongoing ->,"Project was approved on 10-Feb-2017. 
"
P-GA-A00-005 represents ETUDE D'UN PROJET D'APPUI AU PROGRAMME GRAINE-PHASE 2 happening in Gabon which has status as Ongoing ->,"Project was approved on 10-Feb-2017. 
"
P-ST-H00-002 represents PAYMENTS SYSTEM INFRASTRUCTURE AND FINANCIAL INCLUSION PROJECT happening in Sao Tome which has status as Ongoing ->,"Project was approved on 03-Feb-2017. 
"
P-GH-DA0-001 represents GHANA AIRPORTS COMPANY LTD happening in Ghana which has status as Ongoing ->,"Project was approved on 01-Feb-2017. 
"
P-Z1-D00-032 represents NACALA RAIL CORRIDOR AND PORT PROJECT happening in Multinational which has status as Ongoing ->,"Project was approved on 01-Feb-2017. 
"
P-Z1-D00-033 represents NACALA RAIL AND PORT PROJECT - CENTRAL EAST AFRICAN RAILWAYS COMPANY PLC happening in Multinational which has status as Ongoing ->,"Project was approved on 01-Feb-2017. 
"
P-Z1-D00-034 represents NACALA RAIL AND PORT PROJECT - CORREDOR DESENVOLVIMENTO DO NORTE SA (CDN) happening in Multinational which has status as Ongoing ->,"Project was approved on 01-Feb-2017. 
"
P-Z1-D00-035 represents NACALA RAIL AND PORT PROJECT - VALE LOGISTICS LIMITED (VLL) happening in Multinational which has status as Ongoing ->,"Project was approved on 01-Feb-2017. 
"
P-BI-DB0-020 represents PROJET RN 18 NYAKARARO-MWARO -GITEGA PHASE II TRONCON KIBUMBU-GITEGA (MWEYA) happening in Burundi which has status as Ongoing ->,"Project was approved on 01-Feb-2017. 
"
P-LR-K00-014 represents INTEGRATED PUBLIC FINANCIAL MANAGEMENT REFORM PROJECT : PHASE II happening in Liberia which has status as Ongoing ->,"Project was approved on 30-Jan-2017. 
"
P-KE-HAB-025 represents COMMERCIAL BANK OF AFRICA - TFLOC happening in Kenya which has status as Approved ->,"Project was approved on 25-Jan-2017. 
"
P-KE-HAB-008 represents COMMERCIAL BANK OF AFRICA LIMITED happening in Kenya which has status as Ongoing ->,"Project was approved on 25-Jan-2017. 
"
P-ER-AAZ-002 represents DROUGHT RESILIENCE AND SUSTAINABLE LIVELIHOODS PROGRAMME DRLSP-IV ERITREA happening in Eritrea which has status as Ongoing ->,"Project was approved on 24-Jan-2017. 
"
P-NG-KF0-003 represents SUB-NATIONAL DEBT MANAGEMENT CAPACITY BUILDING PROJECT (SUBDMO) happening in Nigeria which has status as Ongoing ->,"Project was approved on 24-Jan-2017. 
"
P-ZW-KF0-008 represents INSTITUTIONAL SUPPORT FOR STATE ENTERPRISES REFORMS AND DELIVERY PROJECT (ISERDP) happening in Zimbabwe which has status as Ongoing ->,"Project was approved on 24-Jan-2017. 
"
P-GW-A00-003 represents PROJET DE DÉVELOPPEMENT DES CHAINES DE VALEUR RIZ happening in Guinea-Bissau which has status as Ongoing ->,"Project was approved on 23-Jan-2017. 
"
P-KM-DB0-005 represents PROJET DE RÉHABILITATION DU RÉSEAU ROUTIER happening in Comoros which has status as Ongoing ->,"Project was approved on 23-Jan-2017. 
"
P-Z1-AAZ-048 represents MERIDIAN CONSOLIDATED INVESTMENTS LIMITED happening in Multinational which has status as Approved ->,"Project was approved on 20-Jan-2017. 
"
P-TZ-KZ0-001 represents HUMANITARIAN EMERGENCY ASSISTANCE TO MITIGATE THE EFFECTS OF EARTHQUAKE IN KAGERA REGION happening in Tanzania which has status as Completed ->,"Project was approved on 12-Jan-2017. 
"
P-GA-KA0-005 represents PROGRAMME D’APPUI AUX RÉFORMES ECONOMIQUES ET FINANCIÈRES (PAREF) happening in Gabon which has status as Completed ->,"Project was approved on 11-Jan-2017. 
"
P-ML-EB0-004 represents PROJET D'ASSAINISSEMENT DE LA VILLE DE BAMAKO happening in Mali which has status as Approved ->,"Project was approved on 11-Jan-2017. 
"
P-Z1-AAG-007 represents OLAM AFRICA INVESTMENT PROGRAM II happening in Multinational which has status as Approved ->,"Project was approved on 11-Jan-2017. 
"
P-Z1-FZ0-009 represents FEASIBILITY STUDY ON BUSINESS OPPORTUNITIES FOR WOMEN IN A CHANGING ENERGY VALUE CHAIN-ECREEE-ECOWAS happening in Multinational which has status as Ongoing ->,"Project was approved on 21-Dec-2016. 
"
P-SO-E00-002 represents IMPROVING ACCESS TO WATER AND SANITATION IN RURAL SOMALIA happening in Somalia which has status as Ongoing ->,"Project was approved on 16-Dec-2016. 
"
P-CI-D00-004 represents PROJET DE TRANSPORT URBAIN - ABIDJAN happening in Côte D'Ivoire which has status as Ongoing ->,"Project was approved on 16-Dec-2016. 
"
P-GH-KA0-006 represents PUBLIC FINANCIAL MANAGEMENT AND PRIVATE SECTOR COMPETITIVENESS SUPPORT PROGRAMME - PFMPSCSP II happening in Ghana which has status as Completed ->,"Project was approved on 16-Dec-2016. 
"
P-LS-KF0-002 represents LESOTHO – ECONOMIC DIVERSIFICATION SUPPORT PROJECT happening in Lesotho which has status as Ongoing ->,"Project was approved on 16-Dec-2016. 
"
P-SL-F00-007 represents BO AND KENEMA DISTRIBUTION SYSTEM REHABILITATION AND EXPANSION PROJECT happening in Sierra Leone which has status as Ongoing ->,"Project was approved on 16-Dec-2016. 
"
P-ZW-FA0-004 represents ALASKA-KAROI TRANSMISSION LINE happening in Zimbabwe which has status as Ongoing ->,"Project was approved on 16-Dec-2016. 
"
P-TZ-KA0-002 represents POWER SECTOR REFORM AND GOVERNANCE SUPPORT PROGRAMME II & III happening in Tanzania which has status as Completed ->,"Project was approved on 15-Dec-2016. 
"
P-Z1-AAZ-039 represents MULTINATIONAL-GEF RURAL LIVELIHOODS ADAPTATION TO CLIMATE CHANGE IN THE HORN OF AFRICA-I happening in Multinational which has status as Ongoing ->,"Project was approved on 15-Dec-2016. 
"
P-Z1-AAZ-047 represents DJIBOUTI-GEF RURAL LIVELIHOODS ADAPTATION TO CLIMATE CHANGE IN THE HORN OF AFRICA-I happening in Multinational which has status as Ongoing ->,"Project was approved on 15-Dec-2016. 
"
P-CI-FA0-004 represents AZITO EXPANSION GENERATION PLANT happening in Côte D'Ivoire which has status as Ongoing ->,"Project was approved on 14-Dec-2016. 
"
P-NG-FAB-001 represents MAINSTREAM HYDRO PROJECT happening in Nigeria which has status as Approved ->,"Project was approved on 14-Dec-2016. 
"
P-ET-D00-009 represents ETHIOPIAN AIRLINES (LOAN B) happening in Ethiopia which has status as Ongoing ->,"Project was approved on 14-Dec-2016. 
"
P-LS-FA0-003 represents URBAN DISTRIBUTION REHABILITATION & TRANSMISSION EXPANSION PROJECT happening in Lesotho which has status as Ongoing ->,"Project was approved on 14-Dec-2016. 
"
P-ML-KA0-004 represents PROGRAMME D'APPUI AUX RÉFORMES DE LA GOUVERNANCE ECONOMIQUE PHASE II -PARGE II happening in Mali which has status as Completed ->,"Project was approved on 14-Dec-2016. 
"
P-NG-I00-001 represents INCLUSIVE BASIC SERVICE DELIVERY AND LIVELIHOOD EMPOWERMENT INTEGRATED PROJECT happening in Nigeria which has status as Ongoing ->,"Project was approved on 14-Dec-2016. 
"
P-ZM-IAD-002 represents EDUCATION FOR SUSTAINABLE DEVELOPMENT IN AFRICA (ESDA-NMRM) - NATURAL MINERAL RESOURCE MANAGEMENT happening in Zambia which has status as Ongoing ->,"Project was approved on 14-Dec-2016. 
"
P-ET-D00-005 represents ETHIOPIAN AIRLINES happening in Ethiopia which has status as Ongoing ->,"Project was approved on 14-Dec-2016. 
"
P-Z1-F00-063 represents FACILITY FOR ENERGY INCLUSION happening in Multinational which has status as Approved ->,"Project was approved on 13-Dec-2016. 
"
P-EG-K00-010 represents ECONOMIC GOVERNANCE AND ENERGY SUPPORT PROGRAM II happening in Egypt which has status as Completed ->,"Project was approved on 13-Dec-2016. 
"
P-MA-AAC-016 represents PROJET D'APPUI AU PROGRAMME NATIONAL D'ECONOMIE D'EAU D'IRRIGATION AU MAROC TRANCHE II (PAPNEEI-II) happening in Morocco which has status as Ongoing ->,"Project was approved on 13-Dec-2016. 
"
P-TZ-AA0-025 represents TANZANIA AGRICULTURAL DEVELOPMENT BANK happening in Tanzania which has status as Ongoing ->,"Project was approved on 13-Dec-2016. 
"
P-LR-F00-004 represents LIBERIA ENERGY EFFICIENCY AND ACCESS PROJECT (LEEAP) happening in Liberia which has status as Ongoing ->,"Project was approved on 12-Dec-2016. 
"
P-CD-AB0-006 represents PROJET ENTREPRENARIAT JEUNES DAS L'AGRICULTURE ET L'AGRO-BUSINESS (PEJAB) happening in Dem Rep Congo which has status as Ongoing ->,"Project was approved on 09-Dec-2016. 
"
P-GA-IAE-002 represents RENFORCEMENT DES CAPACITÉS POUR L'EMPLOYABILITÉ DES JEUNES ET L'AMÉLIORATION DE LA PROTECTION SOC happening in Gabon which has status as Ongoing ->,"Project was approved on 09-Dec-2016. 
"
P-MZ-D00-007 represents MUEDA - NEGOMANO ROAD PROJECT PHASE I happening in Mozambique which has status as Ongoing ->,"Project was approved on 09-Dec-2016. 
"
"P-NE-F00-004 represents PROJET D'ELECTRIFICATION EN MILIEU RURAL, PERIURBAIN ET URBAIN (PEPERN) happening in Niger which has status as Ongoing ->","Project was approved on 09-Dec-2016. 
"
P-Z1-D00-020 represents PROJET DE CONSTRUCTION DU PONT DE ROSSO-SENEGAL happening in Multinational which has status as Ongoing ->,"Project was approved on 09-Dec-2016. 
"
P-Z1-D00-037 represents PROJET DE CONSTRUCTION DU PONT DE ROSSO-MAURITANIE happening in Multinational which has status as Approved ->,"Project was approved on 09-Dec-2016. 
"
P-Z1-GB0-024 represents DORSALE TRANSSAHARIENNE A FIBRE OPTIQUE (DTS) happening in Multinational which has status as Ongoing ->,"Project was approved on 09-Dec-2016. 
"
P-CD-FA0-011 represents PROJET D'APPUI A LA GOUVERNANCE ET A L'AMELIORATION DU SECTEUR ELECTRIQUE (PAGASE) happening in Dem Rep Congo which has status as Ongoing ->,"Project was approved on 07-Dec-2016. 
"
P-ET-D00-007 represents ETHIOPIA INTEGRATED TRANSPORT PROJECT PHASE I (JIMA - CHIDA & SODO - SAWLA ROAD UPGRADING PROJECT) happening in Ethiopia which has status as Ongoing ->,"Project was approved on 07-Dec-2016. 
"
P-MW-IA0-005 represents JOBS FOR YOUTH MALAWI happening in Malawi which has status as Ongoing ->,"Project was approved on 07-Dec-2016. 
"
P-BW-HB0-004 represents MIC TECHNICAL ASSISTANCE GRANT TO BOTSWANA DEVELOPMENT CORPORATION happening in Botswana which has status as Ongoing ->,"Project was approved on 06-Dec-2016. 
"
P-Z1-F00-066 represents 400 KV ZAMBIA-MOZAMBIQUE MULTINATIONAL POWER INTERCONNECTION happening in Multinational which has status as Ongoing ->,"Project was approved on 06-Dec-2016. 
"
P-CF-E00-009 represents APPROVISIONNEMENT EN EAU ET ASSAINISSEMENT EN MILIEU RURAL ET SEMI-URBAINS POST CONFLITS happening in Centrafrique which has status as Ongoing ->,"Project was approved on 05-Dec-2016. 
"
P-DJ-KE0-001 represents PROJET D’APPUI AU RENFORCEMENT DES COMPETENCES DANS LE SECTEUR DE LA SANTE happening in Djibouti which has status as Ongoing ->,"Project was approved on 05-Dec-2016. 
"
P-SO-IZ0-007 represents STRENGTHENING INSTITUTIONS FOR PUBLIC WORKS happening in Somalia which has status as Ongoing ->,"Project was approved on 05-Dec-2016. 
"
P-ML-IAZ-001 represents PROJET D APPUI À LA RÉINSERTION SOCIO-ÉCONOMIQUE DES POPULATIONS DU NORD MALI PARSEP-NM happening in Mali which has status as Ongoing ->,"Project was approved on 30-Nov-2016. 
"
P-SD-AAZ-006 represents ENABLE YOUTH SUDAN happening in Sudan which has status as Ongoing ->,"Project was approved on 28-Nov-2016. 
"
P-MG-F00-002 represents PROGRAMME D’APPUI AUX REFORMES DU SECTEUR DE L’ENERGIE (PARSE) happening in Madagascar which has status as Closed ->,"Project was approved on 25-Nov-2016. 
"
P-Z1-DD0-010 represents LAPSSET- LAMU PORT SOUTH SUDAN ETHIOPIA happening in Multinational which has status as Ongoing ->,"Project was approved on 24-Nov-2016. 
"
P-Z1-F00-065 represents 330KV KOLWEZI-SOLWEZI MULTINATIONAL POWER INTERCONNECTOR PROJECT happening in Multinational which has status as Ongoing ->,"Project was approved on 24-Nov-2016. 
"
P-CM-DB0-015 represents PROGRAMME D'APPUI AU SECTEUR DES TRANSPORTS - PHASE 2/ YAOUNDÉ-BAF; MAROUA-POUSS; GD ZAMBI-KRIBI happening in Cameroon which has status as Ongoing ->,"Project was approved on 23-Nov-2016. 
"
P-MG-CZ0-002 represents PROJET D’AMELIORATION DE L’EFFICACITE POUR LA REDUCTION DES RISQUES DE CATASTROPHES happening in Madagascar which has status as Ongoing ->,"Project was approved on 23-Nov-2016. 
"
P-MR-K00-016 represents PROGRAMME D’APPUI AU RÉFORMES ECONOMIQUES ET À LA DIVERSIFICATION DE L’ECONOMIE (PAREDE) happening in Mauritania which has status as Completed ->,"Project was approved on 23-Nov-2016. 
"
P-RW-EA0-013 represents RWANDA NATIONAL WATER SUPPLY AND SANITATION MASTERPLANS happening in Rwanda which has status as Ongoing ->,"Project was approved on 21-Nov-2016. 
"
"P-ER-EAZ-003 represents GROUNDWATER ASSESSMENT, AQUIFER MAPPING AND WELL DEVELOPMENT happening in Eritrea which has status as Ongoing ->","Project was approved on 18-Nov-2016. 
"
P-KE-HAB-022 represents DIAMOND TRUST BANK LOC I happening in Kenya which has status as Approved ->,"Project was approved on 18-Nov-2016. 
"
"P-SN-EA0-007 represents PROJET DE RENFORCEMENT DE L’ALIMENTATION EN EAU POUR MULTI USAGES SUR L'AXE LOUGA-THIES-DAKAR, KMS happening in Senegal which has status as Ongoing ->","Project was approved on 18-Nov-2016. 
"
P-Z1-HAB-052 represents RPA 2 USD 200 MILLION STANDARD CHARTERED BANK happening in Multinational which has status as Ongoing ->,"Project was approved on 18-Nov-2016. 
"
P-ZM-AAF-002 represents AQUACULTURE ENTERPRISE DEV. PROJECT happening in Zambia which has status as Ongoing ->,"Project was approved on 18-Nov-2016. 
"
P-ZM-E00-011 represents INTEGRATED SMALL TOWNS WATER AND SANITATION PROJECT happening in Zambia which has status as Ongoing ->,"Project was approved on 18-Nov-2016. 
"
P-CI-FA0-014 represents RENFORCEMENT DU RESEAU DE TRANSPORT D'ELECTRCITE DANS LA REGION OUEST DE LA COTE D'IVOIRE happening in Côte D'Ivoire which has status as Ongoing ->,"Project was approved on 16-Nov-2016. 
"
P-Z1-FA0-115 represents SUPPLEMENTARY LOAN FOR NELSAP INTERCONNECTION PROJECT - UGANDA happening in Multinational which has status as Ongoing ->,"Project was approved on 15-Nov-2016. 
"
P-MW-A00-006 represents FOOD CRISIS RESPONSE BUDGET SUPPORT PROGRAMME happening in Malawi which has status as Completed ->,"Project was approved on 11-Nov-2016. 
"
P-KE-E00-011 represents KENYA TOWNS SUSTAINABLE WATER SUPPLY AND SANITATION PROGRAM happening in Kenya which has status as Ongoing ->,"Project was approved on 09-Nov-2016. 
"
P-EG-I00-012 represents MIC - INFORMAL SETTLEMENTS DEVELOPMENT PROJECT happening in Egypt which has status as Ongoing ->,"Project was approved on 08-Nov-2016. 
"
P-NG-KD0-001 represents MIC-TAF: REHABILITATION OF INDUSTRIAL CLUSTERS AS A DRIVER OF SMES INDUSTRIAL DEVELOPMENT IN NIGERIA happening in Nigeria which has status as Completed ->,"Project was approved on 08-Nov-2016. 
"
P-CM-KA0-009 represents PROJET D'APPUI A L'AMELIORATION DE L'EFFICACITE DE LA DEPENSE PUBLIQUE happening in Cameroon which has status as Approved ->,"Project was approved on 07-Nov-2016. 
"
P-GN-K00-009 represents PROJET D’APPUI AU RENFORCEMENT DES CAPACITÉS DE L’ADMINISTRATION POUR LA GESTION PROJETS INTÉG happening in Guinea which has status as Ongoing ->,"Project was approved on 04-Nov-2016. 
"
P-NG-IC0-003 represents EMERGENCY ASSISTANCE TO SUPPORT THE FIGHT AGAINST MALNUTRITION IN BORNO STATE happening in Nigeria which has status as Completed ->,"Project was approved on 04-Nov-2016. 
"
P-TD-IAG-001 represents ETUDES PREPARATOIRES DU PROJET PROMOTION DE FORMATION DES FILLES ET L’ALPHABETISATION DES FEMMES happening in Chad which has status as Ongoing ->,"Project was approved on 04-Nov-2016. 
"
P-DZ-K00-007 represents PROGRAMME D’APPUI BUDGÉTAIRE À LA COMPÉTITIVITÉ INDUSTRIELLE ET ENERGÉTIQUE (PACIE) happening in Algeria which has status as Ongoing ->,"Project was approved on 02-Nov-2016. 
"
P-NE-KA0-011 represents PROGRAMME D'APPUI AUX REFORMES FINANCIERE ET A LA SECURITE ALIMENTAIRE 2È PHASE -PAREFSA II happening in Niger which has status as Completed ->,"Project was approved on 02-Nov-2016. 
"
"P-NG-KA0-002 represents ECONOMIC GOVERNANCE, DIVERSIFICATION AND COMPETITIVENESS SUPPORT PROGRAM (EGDCSP) 2016 happening in Nigeria which has status as Completed ->","Project was approved on 02-Nov-2016. 
"
P-TN-IAZ-002 represents PROGRAMME D’APPUI AU DÉVELOPPEMENT RÉGIONAL INCLUSIF (PADRI) happening in Tunisia which has status as Ongoing ->,"Project was approved on 02-Nov-2016. 
"
P-RW-FA0-013 represents INCREASING CLIMATE CHANGE ADAPATIVE CAPACITY OF RWANDAN COMMUNITIES happening in Rwanda which has status as Ongoing ->,"Project was approved on 31-Oct-2016. 
"
P-ZW-IE0-003 represents YOUTH AND WOMEN EMPOWERMENT PROJECT happening in Zimbabwe which has status as Ongoing ->,"Project was approved on 31-Oct-2016. 
"
P-Z1-EAZ-048 represents ORANGE-SENGU IVESTMENT PLAN AND PROJECT PREPARATION happening in Multinational which has status as Ongoing ->,"Project was approved on 26-Oct-2016. 
"
P-Z1-KF0-049 represents SUPPORT TO THE AFRICAN CAPACITY BUILDING FOUNDATION FOR SMTP III happening in Multinational which has status as Ongoing ->,"Project was approved on 25-Oct-2016. 
"
P-Z1-GB0-021 represents TANZANIA - LAKE VICTORIA MARITIME COMMUNICATIONS AND TRANSPORT PROJECT happening in Multinational which has status as Ongoing ->,"Project was approved on 24-Oct-2016. 
"
P-Z1-GB0-030 represents UGANDA - LAKE VICTORIA MARITIME COMMUNICATIONS AND TRANSPORT PROJECT happening in Multinational which has status as Ongoing ->,"Project was approved on 24-Oct-2016. 
"
P-Z1-GB0-031 represents KENYA - LAKE VICTORIA MARITIME COMMUNICATIONS AND TRANSPORT PROJECT happening in Multinational which has status as Approved ->,"Project was approved on 24-Oct-2016. 
"
P-CI-AA0-023 represents PROJET DE DEVELOPPEMENT DES CHAINES DE VALEUR DANS LA RÉGION DE L'INDÉNIÉ-DJUABLIN (PDC-ID) happening in Côte D'Ivoire which has status as Ongoing ->,"Project was approved on 21-Oct-2016. 
"
P-NG-IAD-001 represents AFE BABALOLA UNIVERSITY NIGERIA happening in Nigeria which has status as Ongoing ->,"Project was approved on 19-Oct-2016. 
"
P-TN-HAB-003 represents LIGNE DE CREDIT POUR LE FINANCEMENT DU COMMERCE POUR LA BH TUNISIE happening in Tunisia which has status as Ongoing ->,"Project was approved on 19-Oct-2016. 
"
P-CV-AAF-009 represents MIC-CAP VERT ECONOMIE BLEUE happening in Cape Verde which has status as Ongoing ->,"Project was approved on 17-Oct-2016. 
"
P-DZ-KD0-002 represents APPUI A L'ORGANISATION DU FORUM AFRICAIN DES AFFAIRES ET DE L'INVESTISSEMENT happening in Algeria which has status as Completed ->,"Project was approved on 13-Oct-2016. 
"
P-SO-KF0-010 represents SOMALIA NATIONAL STATISTICAL CAPACITY BUILDING PROJECT happening in Somalia which has status as Ongoing ->,"Project was approved on 13-Oct-2016. 
"
P-ZA-HB0-003 represents HOUSING INVESTMENT PARTNERS TRUST - HIP2 happening in South Africa which has status as Approved ->,"Project was approved on 12-Oct-2016. 
"
P-EG-HA0-001 represents RESTRUCTURING OF NASSER SOCIAL BANK happening in Egypt which has status as Ongoing ->,"Project was approved on 11-Oct-2016. 
"
P-Z1-AAG-004 represents OLAM AFRICA INVESTMENT PROGRAM happening in Multinational which has status as Ongoing ->,"Project was approved on 28-Sep-2016. 
"
P-SN-AAG-001 represents PROJET RIZICOLE DE LA COMPAGNIE AGRICOLE DE SAINT-LOUIS DU SÉNÉGAL (CASL) happening in Senegal which has status as Ongoing ->,"Project was approved on 28-Sep-2016. 
"
P-GH-DB0-017 represents ACCRA URBAN TRANSPORT happening in Ghana which has status as Ongoing ->,"Project was approved on 28-Sep-2016. 
"
P-MW-AAZ-004 represents AGRICULTURAL INFRASTRUCTURE AND YOUTH AGRIBUSINESS PROJECT (MEDIUM SCALE IRRIG & YOUTH EMPOWERMENT) happening in Malawi which has status as Ongoing ->,"Project was approved on 28-Sep-2016. 
"
P-Z1-AAZ-038 represents EXPORT TRADING COMPANY GROUP - ETG happening in Multinational which has status as Approved ->,"Project was approved on 28-Sep-2016. 
"
P-GH-AA0-036 represents FORM GHANA REFORESTATION PROJECT happening in Ghana which has status as Approved ->,"Project was approved on 22-Sep-2016. 
"
P-Z1-DB0-173 represents PROJET D'ETUDE DETAILLEE DE CONSTRUCTION DU PONT SUR LE NTEM- MULTINATIONALE KRIBI-CAMPO-BATA happening in Multinational which has status as Ongoing ->,"Project was approved on 22-Sep-2016. 
"
P-BF-FA0-007 represents PROJET D'ELECTRIFICATION ZONES PERI-URBAINES DE OUAGADOUGOU ET DE BOBO DIOULASSO (PEPU) happening in Burkina Faso which has status as Ongoing ->,"Project was approved on 21-Sep-2016. 
"
P-CD-AA0-009 represents ETUDE DE FAISABILITÉ DES PARCS INDUSTRIELS happening in Dem Rep Congo which has status as Completed ->,"Project was approved on 21-Sep-2016. 
"
P-MR-I00-001 represents PROJET D’APPUI A LA PROMOTION DES MICRO PETITES & MOYENNES ENTREPRISES ET A L’EMPLOI DES JEUNES happening in Mauritania which has status as Ongoing ->,"Project was approved on 21-Sep-2016. 
"
P-Z1-DB0-130 represents ABIDJAN-LAGOS CORRIDOR HIGHWAY DEVELOPMENT PROJECT STUDY-COTE D'IVOIRE happening in Multinational which has status as Approved ->,"Project was approved on 21-Sep-2016. 
"
P-Z1-DB0-176 represents ABIDJAN-LAGOS CORRIDOR HIGHWAY DEVELOPMENT PROJECT STUDY-NIGERIA happening in Multinational which has status as Approved ->,"Project was approved on 21-Sep-2016. 
"
P-Z1-DB0-177 represents ABIDJAN-LAGOS CORRIDOR HIGHWAY DEVELOPMENT PROJECT STUDY-BENIN happening in Multinational which has status as Ongoing ->,"Project was approved on 21-Sep-2016. 
"
P-Z1-DB0-178 represents ABIDJAN-LAGOS CORRIDOR HIGHWAY DEVELOPMENT PROJECT STUDY-TOGO happening in Multinational which has status as Approved ->,"Project was approved on 21-Sep-2016. 
"
P-Z1-DB0-179 represents ABIDJAN-LAGOS CORRIDOR HIGHWAY DEVELOPMENT PROJECT STUDY-CEDEAO happening in Multinational which has status as Approved ->,"Project was approved on 21-Sep-2016. 
"
P-Z1-HA0-008 represents PROMOTION DE L'ACCÈS DES SYSTÈMES FINANC happening in Multinational which has status as Ongoing ->,"Project was approved on 21-Sep-2016. 
"
P-Z1-HAB-045 represents ECOBANK TRANSNATIONAL INCORPORATED TFLOC USD 310 MILLION happening in Multinational which has status as Ongoing ->,"Project was approved on 21-Sep-2016. 
"
P-ZM-HAA-001 represents LINE OF CREDIT TO DEVELOPMENT BANK OF ZAMBIA happening in Zambia which has status as Ongoing ->,"Project was approved on 21-Sep-2016. 
"
P-SN-KA0-009 represents PROGRAMME D’APPUI AUX REFORMES DU DEVELOPPEMENT LOCAL (PARDL) happening in Senegal which has status as Completed ->,"Project was approved on 14-Sep-2016. 
"
P-GW-IB0-004 represents EMERGENCY ASSISTANCE TO SUPPORT GUINEA BISSAU PREPAREDENSS RESPONSE PLAN TO FIGHT THE ZIKA VIRUS happening in Guinea-Bissau which has status as Completed ->,"Project was approved on 08-Sep-2016. 
"
P-ZA-KA0-002 represents SOUTH AFRICA MUNICIPAL FINANCIAL MANAGEMENT TECHNICAL ASSISTANCE PROJECT happening in South Africa which has status as Ongoing ->,"Project was approved on 07-Sep-2016. 
"
P-TN-E00-006 represents PROGRAMME D'APPROVISIONNEMENT EN EAU POTABLE EN MILIEU RURAL - PHASE II happening in Tunisia which has status as Ongoing ->,"Project was approved on 06-Sep-2016. 
"
"P-CV-IB0-004 represents EMERGENCY ASSISTANCE TO SUPPORT THE PREPAREDENSS, RESPONSE AND RECOVERY PLAN TO FIGHT THE ZIKA VIRUS happening in Cape Verde which has status as Completed ->","Project was approved on 01-Sep-2016. 
"
P-Z1-AAD-005 represents MORINGA AGROFORESTY TECHNICAL ASSISTANCE FACILITY (ATAF) happening in Multinational which has status as Ongoing ->,"Project was approved on 30-Aug-2016. 
"
